EmployeeID,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,MonthlyIncome,YearsAtCompany,TotalWorkingYears,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,DistanceFromHome,BusinessTravel,OverTime,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,PercentSalaryHike,StockOptionLevel,Attrition,SoftSkillsScore,TechnicalSkillsScore,LeadershipScore,CommunicationScore,AdaptabilityScore,InnovationScore,TeamworkScore,CultureFitScore,EngagementScore,GrowthPotential,SalaryCompetitiveness
108,54,Male,Married,2,Medical,Technology,Software Engineer,2,3539,5,16,4,1,5,1,1,9,Travel_Rarely,Yes,1,3,4,4,3,3,14,1,0,9.3,4.1,4.7,8.7,4.8,8.9,8.1,8.2,7.2,5.2,59.0
109,52,Male,Divorced,4,Life Sciences,Technology,Product Manager,1,2550,4,8,0,1,0,4,2,2,Travel_Rarely,No,3,3,4,3,4,3,18,0,0,6.9,6.7,7.1,6.5,2.5,5.1,9.1,6.5,8.5,5.4,85.0
110,57,Male,Married,3,Life Sciences,Human Resources,HR Manager,3,9379,1,7,1,1,0,1,0,5,Travel_Rarely,No,4,4,2,3,4,2,13,1,0,7.6,5.5,7.0,6.4,6.3,8.8,7.3,7.0,8.9,5.9,93.8
111,39,Male,Single,5,Marketing,Research & Development,Research Scientist,3,8273,4,17,0,2,4,3,1,5,Travel_Rarely,No,3,1,4,3,4,3,14,2,0,7.2,5.3,7.8,5.6,6.1,5.6,9.8,7.3,7.2,5.9,82.7
112,44,Female,Single,1,Life Sciences,Technology,Product Manager,1,2294,0,4,0,0,0,2,2,12,Travel_Rarely,No,3,4,4,4,3,4,12,1,0,6.2,4.1,4.5,5.9,5.4,6.4,5.9,6.7,8.9,5.3,76.5
113,52,Male,Single,4,Technical Degree,Sales,Sales Executive,4,17587,0,10,0,0,0,1,6,14,Travel_Rarely,No,1,2,3,4,4,3,11,1,0,5.0,6.7,9.7,8.4,7.7,5.8,7.1,7.3,6.9,7.8,117.2
114,18,Male,Divorced,4,Life Sciences,Technology,Tech Lead,1,1907,1,8,1,1,1,4,2,2,Travel_Rarely,No,4,4,4,4,4,4,24,0,0,5.1,5.7,4.4,7.0,5.7,8.7,8.9,7.8,10.0,6.1,63.6
115,52,Male,Married,4,Technical Degree,Sales,Manager,1,1500,2,6,1,0,2,3,3,13,Travel_Frequently,No,4,3,3,3,4,3,18,0,0,8.2,5.8,5.1,6.7,6.2,4.3,5.6,6.3,8.6,5.6,50.0
116,54,Male,Divorced,3,Technical Degree,Technology,DevOps Engineer,1,3309,0,6,0,0,0,4,1,1,Travel_Rarely,No,4,4,2,1,3,3,17,1,0,7.2,5.4,7.5,5.0,6.8,7.6,6.7,6.1,7.5,6.3,110.3
117,31,Female,Married,3,Technical Degree,Technology,Product Manager,4,9812,0,5,0,0,0,1,1,11,Travel_Rarely,Yes,4,3,2,3,4,3,20,1,0,5.9,9.0,2.9,5.4,5.8,9.5,7.8,6.8,8.2,6.3,65.4
118,20,Male,Married,4,Medical,Technology,Data Scientist,2,4713,6,19,6,0,3,1,5,2,Travel_Rarely,Yes,1,3,3,2,4,1,12,1,0,4.9,5.4,4.1,7.8,9.6,5.8,7.9,7.3,6.8,6.0,78.6
119,18,Male,Single,2,Other,Technology,Tech Lead,3,7858,4,13,0,0,4,2,1,2,Non-Travel,No,4,4,3,2,2,4,18,1,1,8.2,6.4,6.2,6.7,5.8,1.0,6.4,5.7,7.6,5.3,78.6
120,22,Male,Married,2,Life Sciences,Research & Development,Research Scientist,1,3115,3,15,3,0,3,1,4,15,Travel_Rarely,No,3,1,3,2,3,3,23,0,0,5.5,6.7,2.4,6.7,7.7,3.8,9.1,6.7,5.9,5.7,103.8
121,43,Female,Married,3,Life Sciences,Human Resources,Human Resources,2,6434,3,4,0,3,1,1,5,4,Non-Travel,No,4,1,4,3,4,3,20,1,0,8.0,6.6,4.4,7.5,6.4,5.1,5.9,6.9,7.8,6.2,107.2
122,31,Male,Divorced,3,Medical,Sales,Manager,2,3707,18,20,2,0,2,1,6,29,Travel_Rarely,No,4,4,2,3,3,3,13,0,1,6.8,9.6,6.2,8.0,6.5,6.8,7.5,7.0,8.2,7.7,61.8
123,56,Male,Single,2,Life Sciences,Human Resources,HR Manager,4,16527,0,10,0,0,0,2,4,1,Non-Travel,No,4,3,3,3,2,4,17,2,0,6.9,3.9,4.4,8.0,8.1,8.6,6.3,7.6,7.4,6.4,110.2
124,44,Female,Married,2,Other,Human Resources,Human Resources,1,3169,0,10,0,0,0,0,5,4,Travel_Rarely,No,4,4,3,3,2,4,11,0,0,9.6,7.3,9.6,6.6,5.9,5.8,4.8,6.5,8.0,7.6,105.6
125,26,Male,Married,2,Life Sciences,Technology,Tech Lead,1,2509,5,8,2,1,1,4,0,10,Non-Travel,No,3,4,4,1,3,3,22,1,1,3.9,8.3,7.5,6.8,6.4,5.1,6.3,6.0,7.8,6.4,83.6
126,32,Female,Married,4,Technical Degree,Research & Development,Research Director,1,2966,0,4,0,0,0,4,6,1,Travel_Frequently,Yes,4,3,3,3,4,4,23,0,1,5.7,7.4,6.9,7.8,6.9,7.3,6.8,7.1,8.6,7.7,98.9
127,32,Female,Married,4,Technical Degree,Sales,Sales Executive,4,15685,4,12,4,0,2,4,5,1,Travel_Rarely,No,4,2,4,3,2,4,24,1,0,9.4,10.0,6.3,3.6,5.4,5.7,5.5,6.3,7.1,7.5,104.6
128,43,Female,Married,4,Life Sciences,Research & Development,Laboratory Technician,2,4747,4,9,4,1,1,4,0,1,Non-Travel,Yes,3,4,4,2,4,2,13,1,0,8.4,9.0,7.5,7.2,7.4,6.1,8.8,7.6,8.8,6.6,79.1
129,59,Female,Single,5,Technical Degree,Technology,Tech Lead,2,4842,17,17,9,2,5,1,5,29,Travel_Rarely,No,4,3,3,4,4,3,19,0,0,6.6,5.9,6.1,8.1,9.2,5.0,7.4,7.7,9.0,6.9,80.7
130,30,Female,Married,3,Life Sciences,Sales,Manager,2,5589,10,12,10,0,4,2,0,11,Travel_Rarely,No,4,2,2,3,2,2,14,1,1,9.8,6.7,4.0,6.0,5.0,9.3,7.6,7.0,6.4,5.4,93.2
131,49,Female,Married,1,Medical,Research & Development,Laboratory Technician,5,12137,14,20,4,1,3,2,4,3,Travel_Rarely,No,3,4,2,3,2,3,11,1,0,8.5,8.1,6.7,5.1,5.3,6.4,7.1,6.3,7.1,6.8,60.7
132,56,Female,Divorced,1,Life Sciences,Technology,DevOps Engineer,4,12080,0,7,0,0,0,2,6,1,Non-Travel,No,2,1,2,3,4,3,21,2,0,6.2,6.8,4.6,9.1,4.6,8.4,7.1,6.8,6.0,6.6,80.5
133,49,Female,Divorced,2,Other,Human Resources,HR Analyst,3,6459,10,16,6,0,4,5,6,1,Travel_Rarely,No,2,4,1,3,4,4,24,0,0,5.4,6.8,6.9,5.8,9.8,6.7,7.9,7.0,7.5,8.0,64.6
134,21,Male,Single,5,Other,Research & Development,Research Scientist,2,6423,0,4,0,0,0,1,5,6,Travel_Rarely,No,2,1,3,1,2,3,16,2,0,9.1,10.0,6.6,6.9,7.6,8.2,6.6,7.0,4.4,8.2,107.0
135,47,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,1,2317,5,19,4,3,0,0,3,29,Travel_Rarely,No,3,2,3,4,4,4,11,1,0,5.8,8.5,4.7,7.5,4.2,7.7,4.3,6.3,7.9,6.6,77.2
136,54,Male,Divorced,2,Life Sciences,Technology,DevOps Engineer,5,18994,6,15,6,2,1,3,5,8,Travel_Rarely,No,3,1,2,3,3,3,20,0,0,7.4,10.0,10.0,5.6,3.8,7.7,4.8,5.7,5.9,8.0,95.0
137,40,Male,Married,3,Technical Degree,Research & Development,Research Scientist,2,4781,0,7,0,0,0,2,0,3,Travel_Rarely,No,3,2,2,2,2,4,11,3,1,9.2,6.9,8.5,4.6,7.6,6.9,7.6,6.7,5.5,7.0,79.7
138,56,Male,Divorced,3,Life Sciences,Technology,Data Scientist,2,4716,5,13,1,5,2,3,6,5,Travel_Rarely,No,3,3,4,3,4,3,12,0,0,7.3,7.2,5.9,7.4,10.0,3.0,6.8,7.4,8.5,7.2,78.6
139,32,Male,Single,4,Human Resources,Sales,Sales Executive,2,5210,0,6,0,0,0,3,2,29,Non-Travel,Yes,4,4,2,3,3,4,24,0,1,7.0,7.5,7.0,4.9,6.4,2.9,10.0,6.4,8.2,6.3,86.8
140,46,Male,Married,2,Marketing,Technology,Software Engineer,4,11100,1,11,1,0,0,1,4,5,Travel_Rarely,No,2,4,2,2,4,4,13,0,0,4.5,8.0,6.7,8.0,3.8,3.9,8.4,5.7,7.5,6.4,74.0
141,53,Female,Divorced,5,Life Sciences,Research & Development,Research Director,2,4801,12,20,9,1,2,4,3,26,Travel_Rarely,No,4,4,4,4,3,3,23,1,0,8.5,6.5,4.9,6.8,3.5,8.4,7.7,7.4,9.4,5.8,80.0
142,30,Female,Divorced,3,Human Resources,Research & Development,Research Director,3,8150,0,0,0,0,0,4,2,1,Travel_Frequently,No,2,3,1,3,4,3,12,3,0,4.3,5.6,7.1,10.0,5.9,7.3,5.1,6.2,6.9,6.2,81.5
143,49,Male,Married,2,Medical,Human Resources,HR Analyst,4,11899,0,13,0,0,0,3,2,10,Travel_Rarely,No,3,3,3,2,3,4,18,1,0,9.0,5.8,5.6,7.2,4.0,5.3,6.3,6.1,7.1,5.5,79.3
144,24,Male,Married,4,Other,Human Resources,HR Analyst,2,5391,2,10,1,0,1,0,4,7,Travel_Rarely,No,3,4,1,3,3,3,16,2,0,4.5,6.8,3.2,5.9,6.0,8.9,8.5,6.6,7.4,6.3,89.8
145,39,Female,Married,1,Other,Sales,Manager,1,2276,9,11,2,0,0,2,5,9,Travel_Rarely,Yes,4,3,4,3,3,4,11,3,0,5.8,4.5,5.0,8.2,7.4,8.0,7.5,7.7,8.4,6.6,75.9
146,45,Male,Single,5,Life Sciences,Technology,DevOps Engineer,5,23800,0,5,0,0,0,0,1,6,Non-Travel,Yes,3,2,3,2,2,3,16,1,1,8.8,7.6,5.0,8.6,7.0,7.1,6.0,7.1,5.9,6.3,119.0
147,19,Female,Married,5,Life Sciences,Research & Development,Research Scientist,5,20264,2,9,2,2,2,4,3,1,Travel_Rarely,No,2,3,1,4,4,4,11,1,0,9.2,3.6,2.1,5.0,7.3,7.4,5.7,6.6,7.2,5.4,101.3
148,59,Male,Married,4,Other,Technology,Tech Lead,4,9491,11,13,10,0,1,5,5,1,Travel_Rarely,No,3,2,3,4,2,4,19,0,0,7.1,4.7,8.7,7.6,7.0,7.2,7.9,7.7,6.6,7.2,63.3
149,23,Male,Divorced,4,Other,Technology,Software Engineer,3,9436,0,3,0,0,0,2,4,20,Travel_Rarely,No,2,2,2,4,3,3,24,1,1,6.5,8.8,4.9,7.5,7.8,3.5,6.4,6.6,6.4,6.7,94.4
150,45,Female,Married,3,Life Sciences,Research & Development,Research Scientist,2,4310,1,7,1,1,1,3,1,2,Non-Travel,Yes,3,4,3,3,4,3,13,0,1,7.2,7.1,5.2,8.5,6.0,6.1,6.6,6.9,8.8,5.8,71.8
151,45,Male,Single,5,Human Resources,Technology,Data Scientist,4,13352,7,18,7,3,0,1,4,29,Travel_Rarely,No,3,4,4,4,3,3,22,1,0,4.1,7.6,10.0,5.5,6.7,7.1,6.9,7.0,8.9,7.7,89.0
152,37,Female,Single,3,Medical,Research & Development,Research Scientist,2,4268,3,9,2,1,3,5,4,9,Non-Travel,Yes,3,3,2,4,3,2,11,2,0,8.6,7.5,4.1,8.1,8.8,5.9,9.0,8.0,7.5,6.5,71.1
153,47,Female,Married,4,Life Sciences,Sales,Sales Executive,4,7294,8,11,0,0,0,1,2,4,Travel_Rarely,No,4,4,3,4,4,4,11,2,0,6.1,9.9,5.8,7.6,7.9,4.6,6.9,7.2,9.6,7.2,48.6
154,28,Male,Single,5,Human Resources,Technology,Product Manager,4,12943,0,8,0,0,0,1,6,20,Travel_Rarely,Yes,4,2,3,4,3,3,12,1,1,6.6,8.8,2.8,6.6,4.2,2.6,9.0,6.4,7.8,5.7,86.3
155,45,Female,Married,5,Life Sciences,Technology,DevOps Engineer,3,6061,12,24,3,4,1,3,5,12,Travel_Rarely,No,3,3,4,3,2,3,23,2,0,7.1,9.5,4.7,10.0,5.1,4.4,6.7,7.0,7.2,6.6,60.6
156,42,Female,Married,4,Other,Research & Development,Manufacturing Director,4,14091,13,15,5,0,3,2,4,4,Non-Travel,Yes,1,3,4,2,3,3,16,2,1,7.4,6.2,5.0,5.2,4.2,7.9,5.3,6.1,6.5,6.0,93.9
157,56,Male,Divorced,3,Life Sciences,Research & Development,Research Director,3,8797,0,11,0,0,0,2,5,1,Travel_Rarely,Yes,4,3,4,2,3,3,11,1,0,7.7,6.8,8.2,6.6,6.1,7.1,6.9,6.9,8.0,7.2,88.0
158,50,Female,Divorced,5,Marketing,Research & Development,Manufacturing Director,1,2198,0,7,0,0,0,0,1,16,Travel_Rarely,No,3,2,4,3,4,4,17,1,1,8.8,4.8,4.3,5.7,1.0,2.8,7.2,5.5,7.9,3.8,73.3
159,18,Male,Married,3,Life Sciences,Technology,Tech Lead,3,11603,22,29,0,0,5,2,2,11,Non-Travel,Yes,3,4,3,4,3,3,21,0,0,8.9,8.4,7.7,7.5,7.6,7.5,5.1,7.4,8.5,7.4,116.0
160,44,Female,Divorced,5,Marketing,Sales,Manager,1,1880,3,15,0,3,1,3,1,12,Travel_Rarely,No,3,4,4,4,3,4,22,1,0,7.0,8.1,10.0,9.6,4.8,3.4,5.9,6.8,8.9,6.7,62.7
161,30,Female,Married,4,Technical Degree,Research & Development,Research Scientist,2,4375,4,7,4,0,0,7,1,10,Non-Travel,No,4,3,3,4,3,3,14,1,0,8.1,5.9,9.5,9.1,3.3,5.6,7.9,7.0,8.4,5.8,72.9
162,58,Male,Married,3,Life Sciences,Research & Development,Manufacturing Director,1,1939,4,10,4,3,1,6,2,2,Travel_Rarely,No,4,2,3,3,3,3,17,1,0,8.3,6.2,1.0,3.1,10.0,7.6,6.6,7.3,7.4,6.0,64.6
163,20,Female,Single,3,Marketing,Research & Development,Research Scientist,2,7041,7,10,1,1,0,1,5,15,Travel_Rarely,No,4,1,4,2,2,3,14,2,0,4.4,7.7,7.0,9.4,5.2,5.4,8.3,6.9,6.1,6.8,117.4
164,56,Female,Married,3,Medical,Research & Development,Manufacturing Director,4,16515,8,20,1,8,2,4,1,1,Travel_Frequently,No,4,3,4,1,4,3,21,0,0,6.3,6.7,9.1,6.3,3.4,3.2,5.4,5.1,8.2,5.6,110.1
165,23,Female,Married,4,Life Sciences,Sales,Manager,5,12880,1,12,1,0,1,3,0,2,Travel_Rarely,No,4,1,1,3,3,3,14,2,0,5.6,6.0,4.3,6.0,5.5,1.0,6.1,4.9,6.0,4.4,64.4
166,25,Female,Divorced,3,Technical Degree,Sales,Sales Executive,2,4174,1,1,1,0,1,2,5,1,Travel_Rarely,No,4,4,2,4,3,2,24,2,0,7.0,6.4,5.8,7.2,9.3,4.1,8.1,7.4,8.6,6.6,69.6
167,44,Female,Married,3,Life Sciences,Research & Development,Research Scientist,2,4208,10,10,0,0,0,1,6,1,Travel_Rarely,Yes,1,4,4,4,4,3,14,3,0,8.9,6.4,5.4,6.6,1.0,5.1,7.3,6.3,8.5,5.4,70.1
168,26,Male,Divorced,3,Marketing,Technology,Software Engineer,2,4449,8,21,4,3,0,5,6,6,Travel_Rarely,No,4,3,3,3,2,3,20,0,0,8.2,7.6,7.9,6.5,8.3,6.8,5.0,7.0,7.4,7.9,74.2
169,54,Female,Married,4,Medical,Sales,Sales Executive,5,14245,4,4,2,1,0,2,4,1,Travel_Rarely,No,1,4,4,4,3,3,22,0,0,8.2,6.7,5.0,5.9,3.3,4.8,7.5,6.6,7.9,5.5,71.2
170,50,Male,Single,3,Medical,Technology,Software Engineer,2,4394,26,27,0,0,0,2,2,1,Travel_Rarely,Yes,4,2,4,2,4,4,20,2,0,6.4,2.7,9.8,7.5,7.3,5.0,9.0,7.3,8.0,6.2,73.2
171,59,Male,Divorced,1,Life Sciences,Technology,DevOps Engineer,3,10208,6,11,1,4,0,2,6,2,Travel_Rarely,No,2,4,4,3,3,4,18,1,0,6.4,6.9,8.5,8.8,4.5,5.0,6.9,6.7,8.0,7.1,102.1
172,41,Female,Married,2,Medical,Technology,Data Scientist,5,25000,1,12,0,1,1,1,2,8,Travel_Rarely,No,3,2,3,2,4,3,12,2,0,6.1,5.9,2.9,7.2,6.6,4.6,6.5,6.3,7.1,5.1,125.0
173,32,Male,Married,1,Medical,Technology,Product Manager,2,3455,9,18,1,3,0,1,5,5,Travel_Rarely,Yes,2,1,2,2,4,3,18,3,1,5.7,8.0,2.9,6.9,5.6,9.7,8.6,6.9,5.6,6.7,57.6
174,49,Male,Married,3,Technical Degree,Research & Development,Manufacturing Director,4,10293,2,12,2,0,2,2,0,4,Non-Travel,Yes,3,2,3,4,3,3,20,0,0,7.9,7.2,6.4,7.9,7.1,6.5,6.5,7.4,7.2,6.2,68.6
175,49,Male,Single,2,Human Resources,Sales,Sales Representative,4,13555,0,4,0,0,0,6,0,11,Travel_Rarely,No,3,4,4,4,2,4,21,1,0,6.2,6.0,5.6,8.9,7.5,4.1,7.9,7.6,8.2,5.7,90.4
176,41,Male,Married,2,Marketing,Research & Development,Manufacturing Director,5,12310,1,11,1,1,0,4,0,4,Travel_Rarely,No,1,3,4,1,4,3,11,0,0,5.0,6.0,5.8,7.2,7.4,1.8,6.8,5.9,6.8,5.2,61.6
177,58,Female,Married,5,Life Sciences,Research & Development,Laboratory Technician,2,5239,7,8,2,1,1,3,0,3,Travel_Rarely,No,4,1,3,2,3,2,23,2,0,7.4,7.3,4.9,6.8,5.2,6.3,5.8,6.2,6.4,5.3,87.3
178,29,Male,Married,4,Life Sciences,Technology,Data Scientist,2,5540,16,23,0,0,0,0,3,26,Travel_Rarely,No,4,3,4,2,3,3,17,0,0,7.1,6.9,3.9,7.9,7.0,8.9,6.5,7.4,8.0,6.5,92.3
179,56,Female,Divorced,3,Life Sciences,Human Resources,Human Resources,4,14821,1,9,1,0,1,5,2,1,Travel_Frequently,No,4,2,4,2,4,4,17,0,0,7.4,6.5,6.1,6.0,8.2,7.0,4.3,6.7,8.0,6.9,98.8
180,19,Male,Married,5,Life Sciences,Technology,DevOps Engineer,2,5512,1,7,1,1,1,4,1,2,Travel_Rarely,No,4,1,4,3,3,3,16,0,0,9.2,6.8,6.9,3.9,6.1,10.0,8.2,7.6,7.1,6.7,91.9
181,20,Female,Single,1,Life Sciences,Sales,Sales Executive,3,7590,4,15,1,0,0,4,2,7,Travel_Rarely,Yes,4,4,2,3,3,3,24,2,1,7.0,7.6,8.1,7.9,6.8,4.8,8.1,6.8,8.2,6.7,75.9
182,54,Male,Married,3,Life Sciences,Technology,Software Engineer,1,2409,8,21,8,2,1,9,6,12,Travel_Rarely,No,4,2,2,3,4,3,14,1,0,6.0,4.5,8.4,6.4,4.5,7.1,7.5,6.3,7.6,6.5,80.3
183,34,Male,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,1,1910,6,20,1,1,0,1,2,13,Travel_Rarely,Yes,3,4,3,2,3,3,15,0,0,6.0,9.1,6.1,6.2,7.0,3.0,6.4,5.9,7.8,6.4,63.7
184,19,Female,Single,3,Life Sciences,Research & Development,Research Director,2,5464,4,18,3,2,4,2,2,1,Travel_Rarely,Yes,3,3,3,2,4,3,11,0,0,5.6,6.3,6.7,4.1,5.3,2.5,8.2,5.5,7.8,5.4,91.1
185,19,Female,Single,3,Life Sciences,Research & Development,Research Scientist,3,11225,4,15,1,2,4,3,0,9,Travel_Rarely,No,4,1,4,3,3,3,12,0,0,5.9,8.7,2.6,5.9,6.1,5.6,8.0,6.9,7.1,5.5,112.2
186,45,Male,Single,3,Life Sciences,Technology,Product Manager,2,5462,1,9,1,1,0,2,0,10,Travel_Rarely,No,3,2,1,4,4,4,20,2,0,5.1,10.0,7.4,6.5,6.5,8.3,8.2,6.9,7.1,7.5,91.0
187,40,Male,Single,3,Life Sciences,Research & Development,Research Scientist,3,7318,2,5,2,0,2,6,3,1,Non-Travel,No,1,3,4,4,3,3,17,0,0,7.2,7.8,8.7,9.2,6.9,9.4,7.7,8.4,7.2,7.7,73.2
188,54,Male,Divorced,4,Medical,Technology,Software Engineer,2,5994,1,13,0,1,0,3,5,1,Travel_Frequently,No,4,3,4,2,2,4,12,1,0,6.0,4.1,7.3,9.6,5.8,6.1,6.9,7.0,7.4,6.4,99.9
189,49,Male,Married,2,Medical,Technology,Data Scientist,3,12521,10,16,3,0,0,2,2,11,Travel_Rarely,No,2,3,1,3,2,3,18,1,0,7.2,5.3,5.9,6.7,9.5,4.2,6.9,6.6,5.6,6.1,125.2
190,50,Female,Married,2,Life Sciences,Technology,Data Scientist,3,8913,0,4,0,0,0,4,4,2,Travel_Frequently,Yes,3,4,4,2,3,3,17,3,0,6.5,7.6,4.1,7.8,4.8,1.6,4.6,5.4,8.1,5.3,89.1
191,18,Male,Married,2,Medical,Sales,Manager,2,5554,5,9,5,2,5,2,5,1,Travel_Rarely,No,2,4,3,1,4,3,20,0,0,6.8,6.0,4.1,5.3,3.6,4.8,5.6,5.0,7.5,5.3,92.6
192,36,Male,Married,2,Life Sciences,Technology,Tech Lead,2,5677,1,3,1,1,1,3,6,2,Travel_Frequently,No,4,4,4,2,3,3,18,1,1,9.6,9.2,5.6,7.2,4.2,5.9,7.8,6.8,8.6,6.9,94.6
193,19,Male,Divorced,3,Life Sciences,Technology,Data Scientist,1,1697,3,11,3,0,3,4,3,1,Travel_Rarely,No,4,4,1,4,4,4,14,0,0,8.7,5.9,6.9,6.4,4.7,4.8,9.2,6.6,8.9,6.0,56.6
194,43,Male,Divorced,2,Life Sciences,Sales,Manager,2,4588,1,13,1,0,1,1,6,2,Non-Travel,No,1,2,4,4,3,2,11,1,0,4.7,7.8,1.9,4.6,6.5,2.4,8.3,6.5,6.6,5.5,76.5
195,49,Male,Married,4,Medical,Sales,Sales Executive,3,7626,1,10,1,1,0,3,0,3,Travel_Rarely,No,2,2,3,2,4,4,17,1,1,6.1,6.8,3.4,8.7,9.7,6.0,6.9,7.4,6.6,6.2,76.3
196,23,Male,Divorced,2,Technical Degree,Sales,Manager,2,5834,1,5,1,0,1,2,6,2,Travel_Rarely,Yes,2,4,4,3,1,3,11,1,0,4.2,7.1,7.9,7.3,7.2,5.3,6.1,6.7,6.8,7.3,97.2
197,49,Male,Married,2,Life Sciences,Sales,Sales Representative,2,5718,6,11,6,6,6,5,2,20,Travel_Frequently,No,4,3,4,3,3,4,17,2,1,6.4,8.0,9.5,8.0,6.0,6.9,8.1,7.4,8.4,7.5,95.3
198,21,Male,Single,4,Life Sciences,Research & Development,Research Scientist,3,8294,2,4,0,2,2,5,0,2,Travel_Rarely,No,3,3,3,2,2,2,19,1,0,7.5,2.3,5.7,6.4,5.2,4.3,7.4,6.1,6.5,3.9,82.9
199,28,Female,Single,1,Human Resources,Technology,Product Manager,1,2213,6,15,2,0,4,3,5,5,Travel_Rarely,Yes,3,4,2,3,4,4,15,0,0,8.6,6.9,7.3,3.5,8.6,5.2,6.1,6.4,8.4,7.5,73.8
200,34,Male,Married,3,Life Sciences,Research & Development,Research Scientist,4,8614,3,9,1,0,1,2,1,25,Travel_Frequently,Yes,2,3,2,3,3,3,24,2,0,8.5,8.4,5.8,4.9,4.5,6.0,7.5,6.1,6.6,6.0,57.4
201,55,Female,Divorced,4,Life Sciences,Research & Development,Research Director,1,2492,3,11,1,1,0,2,0,16,Travel_Frequently,No,3,2,3,3,3,4,12,1,0,7.5,5.2,6.2,8.4,3.6,6.7,8.2,6.9,6.9,5.3,83.1
202,41,Male,Divorced,2,Human Resources,Technology,DevOps Engineer,5,14563,3,11,1,3,0,2,0,2,Non-Travel,No,3,4,4,4,3,4,21,1,0,5.6,8.0,3.8,6.6,4.9,5.0,5.1,6.3,8.9,5.5,72.8
203,22,Female,Married,1,Technical Degree,Research & Development,Research Director,2,3921,18,31,1,1,1,0,3,3,Travel_Rarely,Yes,3,4,2,3,3,3,24,3,0,8.3,6.7,7.1,7.9,5.5,4.4,7.1,6.4,7.8,6.1,65.4
204,51,Female,Divorced,3,Medical,Technology,Software Engineer,2,5926,2,16,2,0,2,1,1,7,Travel_Rarely,No,2,1,4,2,4,4,11,2,0,7.1,6.0,4.5,6.4,7.5,3.7,8.9,7.0,6.4,5.6,98.8
205,23,Female,Married,1,Medical,Research & Development,Manufacturing Director,2,5821,1,13,0,1,1,3,5,19,Non-Travel,No,3,3,4,3,3,3,18,2,1,7.3,6.6,6.5,7.1,7.9,6.1,8.6,7.8,7.9,7.0,97.0
206,39,Female,Divorced,2,Life Sciences,Human Resources,HR Manager,1,2255,12,21,2,0,5,2,4,1,Travel_Frequently,No,3,3,3,2,3,4,23,1,1,9.9,9.1,7.5,7.0,7.4,5.2,7.2,7.0,7.1,7.7,75.2
207,28,Male,Divorced,2,Life Sciences,Research & Development,Laboratory Technician,2,3430,0,13,0,0,0,3,4,3,Travel_Rarely,No,3,2,2,3,4,4,14,0,0,5.6,7.3,7.3,5.6,2.5,9.3,5.9,5.7,7.1,6.8,57.2
208,33,Male,Married,2,Marketing,Human Resources,HR Analyst,1,2087,8,17,1,0,3,5,4,15,Travel_Rarely,No,3,2,4,3,4,2,18,3,0,10.0,5.1,4.4,7.4,6.5,5.6,5.4,7.1,7.9,5.5,69.6
209,50,Male,Married,3,Life Sciences,Sales,Sales Executive,3,10188,0,4,0,0,0,1,2,4,Travel_Frequently,Yes,4,2,2,4,1,3,12,0,0,9.7,7.4,6.5,9.3,6.6,6.2,8.4,7.8,6.1,6.5,101.9
210,26,Male,Divorced,4,Medical,Technology,Software Engineer,2,5467,5,11,0,0,1,2,4,10,Non-Travel,No,3,4,3,4,4,4,23,2,0,7.1,7.1,4.8,6.3,7.2,7.8,6.5,7.3,9.1,7.0,91.1
211,23,Male,Single,3,Other,Research & Development,Research Director,3,7697,0,12,0,0,0,2,2,9,Travel_Frequently,No,4,3,1,4,3,3,24,3,0,7.3,8.7,7.5,4.5,3.7,8.0,8.0,6.2,7.6,6.7,77.0
212,33,Male,Divorced,2,Other,Technology,Data Scientist,1,2529,12,23,1,3,3,0,5,1,Travel_Rarely,No,2,4,4,3,4,3,13,2,0,5.9,6.9,7.7,8.1,5.7,5.0,8.7,7.2,8.6,6.7,84.3
213,46,Female,Single,2,Life Sciences,Research & Development,Manufacturing Director,4,7605,4,15,1,1,2,2,5,4,Travel_Frequently,No,1,2,3,3,3,3,13,0,0,7.3,8.6,7.6,4.9,5.7,9.7,6.2,6.8,5.9,7.8,50.7
214,20,Male,Married,4,Technical Degree,Sales,Manager,2,2849,1,13,1,1,1,5,0,6,Travel_Rarely,No,2,4,3,4,3,3,14,2,1,7.1,7.1,9.0,5.5,8.1,10.0,6.8,7.8,8.0,7.4,47.5
215,37,Female,Divorced,3,Medical,Technology,Data Scientist,1,3488,0,2,0,0,0,5,4,10,Non-Travel,No,3,3,2,2,4,4,19,1,1,6.0,7.6,7.1,6.6,6.5,5.3,8.7,6.4,7.4,7.1,116.3
216,53,Female,Single,4,Human Resources,Sales,Sales Representative,2,5506,2,7,0,1,0,4,3,13,Travel_Rarely,Yes,2,2,3,3,3,3,19,1,1,5.9,5.9,9.1,7.9,5.2,5.9,6.9,6.6,6.4,6.5,91.8
